full_text,Anger,Anticipation,Disgust,fear,joy,optimism,pessimism,sad,surprise,trust,neutral,ProG,AntiG,opinion
In the last 5 years PM Modi's economic policies have terrorised the rural economy. #MinimumIncomeGuarantee #NyayforIndia can be the game-changer to kickstart rural consumption and demand. https://t.co/NTJt3ojeMh,0,1,0,0,0,1,0,0,0,0,0,0,1,1
"Started #ElectionCampaign for #GeneralElections2019 being the Candidate of #KolkataUttar LokSabha Seat. Campaign Started by taking blessings from Maa Thanthania Kali to Jorbagan. 

#RSCampaign2019 https://t.co/dBrUHBTu7r",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Took Darshan and blessings at Kolhapur Mahalaxmi temple as our #LokSabha2019 campaign of BJP-ShivSena-RPI (A) and other alliances begin today ! https://t.co/Ago0vjO3Dd,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"सफलता के आयाम छू रही है मोदी सरकार की आयुष्मान योजना ।
#मोदी_हैं_तो_मुमकिन_हैं ।
#RahulCheatsPoor #BJPVijaySankalp #MainBhiChowkidar #LokSabhaElections2019 #ModiHaiToMumkinHai
#WednesdayMotivation
#ApnaVoteSahiHathMeDijiye https://t.co/SuBYsJO0iB",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#IndiaDevelopmentDebate | #MinimumIncomeGuarantee is not a sensible policy for India to follow. India must steer clear of such populist policies, we have had terrible experiences in the past: @Dhume
@SupriyaShrinate #Battle2019 #LokSabhaElections2019 https://t.co/Mg0qZg6CEj",0,0,0,0,0,0,0,0,0,0,0,1,0,0
"With #LokSabhaElections2019 less than a month away, fact-checking websites such as @AltNews @SMHoaxSlayer @check4spam @FactlyIndia and others are working over time to keep misinformation off our social feeds. @phonesoldier reports https://t.co/t8uvzQuq0J",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"#2019OpinionPoll | Overall results of TIMES NOW-VMR Poll Tracker (if polls were to be held today): 

NDA: 283
UPA: 135
Others:125

#2019OpinionPoll https://t.co/ZfoxvzTgBR",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bugle is blown &amp; stage is set to welcome the biggest festival of India's democracy. 
Team @BJYM is ready for #LokSabhaElections2019 to win people's trust yet again for @BJP4India under the leadership of Hon. Shri @narendramodi ji &amp; Hon. Shri @AmitShah ji.
#PhirEkBaarModiSarkar",0,0,0,0,1,0,0,0,0,0,0,1,0,1
"Lol. This banter is funny. 

At each other’s throats. 

Can’t there emerge an all out new party from the ocean? Outta the Bermuda blue ☃️ https://t.co/zNDhMXzJ8v",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#RahulGandhi's announcement of a #MinimumIncomeGuarantee scheme of Rs 72,000 per household per year if the #UPA comes to power in the #LokSabhaElection2019 will be the biggest social protection scheme attempted anywhere in the world, writes @pramodsarang
https://t.co/IYtUzpUgrH",0,0,0,0,0,1,0,0,0,0,0,0,0,0
ସୁବାସ ଚୌହ୍ୱାନ ବିଜେଡିରେ ଯୋଗ ଦେବାପରେ ପଶ୍ଚିମ ଓଡିଶାରେ ଦଳ ମଜବୁତ ହେବ : ମୁଖ୍ୟମନ୍ତ୍ରୀ ନବୀନ ପଟ୍ଟନାୟକ #ElectionWithKanakNews #Election2019 #BJD #NaveenPatnaik #SubashChouhan #Politics #Odisha https://t.co/i9Jwubcqyv,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Prime Minister @narendramodi will address the nation a little before noon, two weeks ahead of start of voting on April 11 in the seven-phase #LokSabhaElections2019

https://t.co/GfcHZYPp62

#ElectionsWithHT",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Alongwith MLA Shakeel Garu, leading #LoksabhaElections2019 campaigning at Yadpally Mandal Headquarters, Bodhan Constituency. A sincere request to support us &amp; #VoteforCar. 

#MissionTRS16 #BestCMKCR https://t.co/1ciIjd2yNo",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Massive Cadre Discontent Makes BSP Look Ill Prepared, Two Weeks Before Lok Sabha Elections - @VikasSaraswat -
#LokSabhaElections2019 

https://t.co/ujy2hNXbur via @swarajyamag",0,0,0,0,0,0,1,0,0,0,0,0,0,1
"2 economists, @lucas_chancel &amp; Abhijit Banerjee, who helped &amp; advised Cong on the #MinimumIncomeGuarantee scheme for 20% of the poor talk about the math, potential challenges &amp; if India can afford the scheme. @latha_venkatesh #Elections2019 #NYAY https://t.co/Jbe3XCuuQu",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Voting is the 'power of one’ that can change the destiny of a nation. I urge everyone to vote in large numbers for the better future of our nation.Let us celebrate this festival of democracy with full commitment 
#LokSabhaElections2019 #GeneralElections2019 #VoteKar https://t.co/mQqOuwQE3b",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Our mananiya adhyaksha Sri @AmitShah ji would be addressing a @BJP4India
rally as part of our #LoksabhaElections2019 campaign in #Koliabor and #Jorhat on March 28. I visited Koliabar to inspect the site as well as meet @BJP4Assam party karyakarta.

#AbkiBaarPhirModiSarkar https://t.co/lfubFqDGC6",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"With the dates for the #LokSabhaElections2019 out, @Samdish went to the national convention of the world's largest political party, the #BJP , to find out how it is preparing to win the biggest election in human history. Watch the entire video: https://t.co/98tmMxhtf0 https://t.co/ChmeoGSYyS",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"He’s probably out in his electorate discovering things: little libraries, clothes lines, recycling bins, you know the things all of us except #Abbott take for granted every day @theprojecttv #WarringahVotes #Auspol #election2019 https://t.co/ugNOSQHGpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0
What I used to say at my engineering lab practical vivas when they would ask me “what part of the project did you do?” https://t.co/4rk9b67c41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TOI Q&amp;A | 'In Punjab majority will not vote for somebody who is a radical or radical supporter'  https://t.co/rtHPBIZ9k0

#LokSabhaElections2019
#ElectionsWithTimes https://t.co/tywdoo79Un",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"""If you get power by having a nose like your grandmother, then won't there be a president in every household in China?"" the @BJP4India leader asked

#ElectionsOutlook #LokSabhaElections2019 
https://t.co/6pjie1Dfbv",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"#WATCH Group of BJP workers protest outside Patna airport, raise slogans ""Ravi Shankar Prasad, go back, go back! RK Sinha (BJP Rajya Sabha MP) zindabad, zindabad!"" #Bihar #LokSabhaElections https://t.co/mFBHaGdiCD",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"नगद और उपहार को ना कहिये, स्वच्छ व निष्पक्ष आम चुनाव के आयोजन में भागीदार बनिए! #CEOJharkhand #SveepJharkhand #ECI #DeshKaMahaTyohar #LokSabhaElections2019 #GoVoteJharkhand https://t.co/VbCpOvpDPC",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Your mother must be ashamed of giving birth to a bigot, a vile character who makes sexist remarks on women and utters disgusting filth. I feel sorry for her. 
#VinayKatiyar 
The political discourse has deteriorated so much. The language used for opponents is deeply worrying. https://t.co/mfEum0R22G",1,0,1,0,0,0,0,0,0,0,0,0,0,0
"It is doable within the revenue structure of Centre and state govts: P Chidambaram on minimum income guarantee scheme announced by Rahul Gandhi 

#LokSabhaElections2019
#ElectionsWithTimes",0,0,0,0,0,1,0,0,0,0,0,0,1,1
"ANI quotes Actor &amp; BJP leader Ravi Kisan: I will contest in the upcoming Lok Sabha elections but the party will decide from where.

#LokSabhaElections2019
#ElectionsWithTimes https://t.co/4RJKJ6XRKW",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#ElectionsWithNews18 – We are glad that we had this discussion, we have always been on good terms. We have always pitched for secular parties to come together: Ghulam Nabi Azad (@ghulamnazad). | #BattleOf2019 https://t.co/yJI1yxVLqI",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"*CPI  only party to use the same symbol since 1952 pos.
* CPI says its symbol lacks clarity on EVMs
* Wants the hand drawn symbol to be replaced by digitally designed one
*Submits design to EC
* Also demands symbols be in colour 

#LokSabhaElections2019
 https://t.co/RLohWoc6Sn",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"#BattleOf2019 | EC sends notice to makers of @narendramodi biopic. | Neeraj Kumar, @News18India with more details | #ElectionsWithNews18

Watch #SettingTheElectionAgenda with @shreyadhoundial https://t.co/hDSO2TTyZy",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"“Upper castes get reservation without asking for it, because the government implemented a 10-percent quota, but they haven’t met our long standing demand"": Dilip Nishad, from Ghazipur in eastern Uttar Pradesh. 

@DharaShukoh: https://t.co/6K3PRk99Ny
#Elections2019",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"At Pattambi Govt Sanskrit College while visiting the Women Facilities Block built with MPLADS fund, Ms Lakshmi Vandana, an under-graduate student who was a beneficiary of my PREDICT Scholarship Scheme came and expressed deep gratitude for the support. 
#LokSabhaElections2019 https://t.co/0MWnZGnpof",0,0,0,0,1,1,0,0,0,0,0,0,0,0
"The Central leadership is said to be watching the developments unfolding after choosing #TejasviSurya for Bengaluru South Lok Sabha seat. #LokSabhaElections2019 
https://t.co/bWTOVTipN2",0,0,0,0,0,0,0,0,0,0,1,0,0,0
Photo voter slip can be used for guidance but not as identify proof at polling station. Here’s a list of documents that can be used as proof of identity! #GoVerify #Elections2019 https://t.co/XinE2w2qh6,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Presided over Coordination Committee meeting of @INCHaryana at 24 Akbar Road New Delhi today. @INCIndia General Secretary Shri @ghulamnazad ji has chaired the meeting and discussed the campaign strategy for upcoming #LokSabhaElections2019 https://t.co/b4rToKdFTR,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FROM THE MAGAZINE | India's Chankyas: Devendra Fadnavis' war room is different - more professional than Sarkari
@Dev_Fadnavis @KetanPathakLive @kdhavse @_PriyaKhan 
#LokSabhaElections2019 #ElectionsOutlook
https://t.co/Pf99cf5fVk",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bhojpuri singer Dinesh Lal Yadav popularly known as Nirahua, to contest as BJP nominee against Samajwadi Party chief Akhilesh Yadav from Azamgarh 

#LokSabhaElections2019
#ElectionsWithTimes https://t.co/SqtfhuhDJw",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EC issues show cause notice to #BJP election committee member for sharing 'Main Bhi #Chowkidar' video on social media without permission #LokSabhaElections2019 
 https://t.co/soCyLElr6s",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"WATCH | “Why is Rahul Gandhi remembering the poor now?” says Union Minister Ravi Shankar Prasad after Rahul Gandhi announced #MinimumIncomeGuarantee for the poor if Congress is voted to power 

#LokSabhaElections2019 https://t.co/ia7noYN0AR",0,0,0,0,0,0,0,0,0,0,0,0,0,1
"These are those Women's of India who Walk miles to get water for their Family but still, they don't have a say in their families. Help us amplifying these voices in this #LokSabhaElections2019 https://t.co/1uQkCj6On3 https://t.co/OYJy0Q2UpY",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"⁦@INCKarnataka⁩ screening committee,⁦⁦@kcvenugopalmp⁩ ⁦@siddaramaiah⁩ ⁦@DrParameshwara⁩  ⁦@manickamtagore ⁦@MYaskhi⁩ ⁦@PCvishnunadh⁩ ⁦@AdvYashomati⁩ &amp; Sake Sailajanath, in a good mood after deliberations for #LokSabhaElections2019. https://t.co/wmH8BwkukM",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"I also urge all our party workers to work tirelessly &amp; ensure that the correct information reaches the public who will now be bombarded with fake news by right wing propaganda teams. Your efforts will provide answers to more than a billion Indians.

#Elections2019
@INCKarnataka",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"#IndiaDevelopmentDebate | #MinimumIncomeGuarantee has brought the focus back to the crucial issues of #jobs &amp; #poverty. We're discussing what we ought to be discussing during elections and not #AirStrikes or #TerrorAttacks: @_YogendraYadav
@SupriyaShrinate #LokSabhaElections2019 https://t.co/fxAht9DWzu",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Shivraj Patel, son of Naresh Patel, tall leader of the Patidar samaj and chairman of Khodal Dham Trust was being offered a Congress ticket from Rajkot, Gujarat. Today, he has refused to contest elections. Any guesses why? https://t.co/tFsnk47CNH",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Check your name in the voter list.

#Vote is a great way to make the people's voice heard.

Ensure maximum participation in voting.

#LokSabhaElections2019 #PhirEKBaarModiSarkar @narendramodi @AmitShah @BJP4India https://t.co/DX2YBoZNi6",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Welcome Ajay Jha on team @GoNews24x7 
His decades long experience in political reporting/writing will power our coverage of  #LokSabhaElections2019 
- https://t.co/cnAboyKRdj
Stay tuned for more.",0,0,0,0,0,1,0,1,0,0,0,0,0,0
CEC #SunilArora says that the #ElectionCommission is considering appointing few more Special Expenditure Observers in more Expenditure Sensitive States to further identify the role of illegitimate resources in the elections.,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BJP leader Vinay Katiyar’s shameful jibe at Rahul Gandhi, says did Sonia give him proof of his birth?
#ITVideo #IndiaElects
More videos: https://t.co/paA4XNyvqy https://t.co/SHMF0ThXOW",0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Tejasvi Surya, 28-yr-old BJP candidate from Bangalore South LS constituency on his candidacy: It's a mix of surprise &amp; sense of gratitude. Have been active karyakarta from days in ABVP; It is the only party that recognises potential of karyakartas. #LokSabhaElections2019 https://t.co/jmcUvnoczJ",0,0,0,0,1,1,0,0,1,0,0,1,0,0
Samajwadi Party chief Akhilesh Yadav: Nishad Party and Janvadi Party (Socialist) are now a part of Samajwadi Party-Bahujan Samaj Party-Rashtriya Lok Dal alliance in Uttar Pradesh. #LokSabhaElections2019 https://t.co/O2VnqPb1Rl,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Samjawadi Party releases another list of candidates; Devendra Yadav from Etah, Hemraj Verma from Pilibhit and Anand Sen from Faizabad. #LokSabhaElections2019 https://t.co/NNiEfmkWuX",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"As the congregation carried in a deep and confident voice #SilcharWithCongress, today @MahilaCongress President @sushmitadevmp Ji filed her nomination for #LokSabhaElections2019 

We all are with you, Ma'am.
All the best for your upcoming campaigns and victory will be yours. https://t.co/ihsmCh4Epu",0,0,0,0,0,1,0,0,0,1,0,0,1,0
"“Why can’t I directly vote for Ambani? What is Modiji doing between me and Ambaniji?” |
 What makes the elections so special for the comics? #LokSabhaElections2019 
https://t.co/lEIlIkIDgh",0,0,0,0,0,0,1,0,0,0,0,0,1,0
"It is your responsibility as a good citizen to remove your multiple entries from electoral roll 

⚫️Visit https://t.co/uykQr7FxxJ to remove multiple entries in Electoral Roll

#LokSabhaElections2019 #GeneralElections2019 #NoVoterToBeLeftBehind https://t.co/8kx6h49BS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"When counting of #Votes took time: Ballot box days

Here's a scene of mixing the ballot paper before counting, in Delhi 1998

#UnfoldingIndianElections with #PIB #LokSabhaElections2019 #NoVoterToBeLeftBehind https://t.co/M9sBdUX4O4",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Voting is the 'power of one’ that can change the destiny of a nation.

Urging eligible citizens to register themselves as electors and verify their details in the electoral roll.  

#LokSabhaElections2019 #GeneralElections2019 #NoVoterToBeLeftBehind https://t.co/adj5fSdr1f",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Did you know, a Disability Field has now been introduced on Form 6, where PwDs have the option to mark as per their disability.

The #ElectionCommission is committed to building a ­equal access framework for Persons with Disabilities. https://t.co/prdMiV4NSW",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"#DidYouKnow

#LokSabhaElections2019 will have 10,35,919 polling stations, out of which more than 1.63 lakh polling stations would be in Uttar Pradesh.

Maharashtra will have the second highest number, at 95,473 polling stations. https://t.co/s3FBEpsUHR",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"For all information related to the election process, use the #GoCall 1950 or the 'Voter Helpline' app or go to https://t.co/RWkpHZPiUu. 

#GeneralElections2019 #LokSabhaElections2019 https://t.co/ezjx1C9n35",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Wake Up and Vote- Celebrate your #RightToVote

It's important that the young generation takes active participation in the election process and exercise their precious right to vote.

#LokSabhaElections2019  #NoVoterToBeLeftBehind

Watch ◾️https://t.co/83dxfVxR1y",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Along with @TripuraPMC president @TripuraZaidami and 
thousands of party workers and leaders gathered to support Smt. #PragyaDebBurman at #Ambassa.

Wish you a great campaign and success ahead my sister!
#LokSabhaElections2019 https://t.co/s3Z2u0WZBb",0,0,0,0,0,1,0,0,0,1,0,0,0,0
"#VoteKar 

It doesn't matter if #JonSnow  knows the power of vote or not you should!

You have #GoT the right to vote. Use this power to make the right person sit on the throne. 

All 18 years old must Vote.

#LokSabhaElections2019

.@narendramodi .@imsanjaimishra .@Neetu_Chandra https://t.co/Xhsypx7CV7",0,0,0,0,0,1,0,0,0,0,0,0,0,0
#NewsAlert -- @BJP4India President @amitshah began the 'My Family- BJP Family' campaign by hoisting the party flag at his residence. | #BattleOf2019 https://t.co/WsbxyM48Ij,0,0,0,0,0,0,0,0,0,0,1,0,0,0
#MintLongReads Nearly two-thirds of Singhbhum’s children aged 5 or less are underweight. Why has India’s electoral system failed its children? @ashwaqm reports #LokSabhaElections2019  https://t.co/pQMGiafbqi,0,0,0,0,0,0,1,1,0,0,0,0,0,0
